species,year,decimalLongitude,decimalLatitude
Struthanthus quercicola,2008,-84.039258,10.022399
Quercus sapotifolia,2008,-84.118722,10.135111
Senna occidentalis,2008,-84.0675,9.998056
Gonolobus edulis,2008,-84.0675,9.998056
Polyphlebium diaphanum,2008,-84.007778,10.06
Quercus sapotifolia,2008,-84.118722,10.135111
Struthanthus quercicola,2008,-84.039258,10.022399
Hydrangea asterolasia,2008,-84.118722,10.135111
Vittaria graminifolia,2008,-84.118722,10.135111
Hydrangea asterolasia,2008,-84.118722,10.135111
Centropogon ferrugineus,2008,-84.118722,10.135111
Struthanthus quercicola,2008,-84.039258,10.022399
Vittaria graminifolia,2008,-84.118722,10.135111
Centropogon ferrugineus,2008,-84.118722,10.135111
Cornus disciflora,2008,-84.118722,10.135111
Senna occidentalis,2008,-84.0675,9.998056
Clethra formosa,2008,-84.118722,10.135111
Hydrangea asterolasia,2008,-84.118722,10.135111
Coleus amboinicus,2008,-84.0675,9.998056
Quercus sapotifolia,2008,-84.118722,10.135111
Centropogon ferrugineus,2008,-84.118722,10.135111
Centropogon ferrugineus,2008,-84.118722,10.135111
Hydrangea asterolasia,2008,-84.118722,10.135111
Quercus sapotifolia,2008,-84.118722,10.135111
Buddleja skutchii,2008,-84.118722,10.135111
Centropogon ferrugineus,2008,-84.118722,10.135111
Vittaria graminifolia,2008,-84.118722,10.135111
Quercus sapotifolia,2008,-84.118722,10.135111
Vittaria graminifolia,2008,-84.118722,10.135111
Cornus disciflora,2008,-84.118722,10.135111
Clethra formosa,2008,-84.118722,10.135111
Cornus disciflora,2008,-84.118722,10.135111
Quercus sapotifolia,2008,-84.118722,10.135111
Cornus disciflora,2008,-84.118722,10.135111
Buddleja skutchii,2008,-84.118722,10.135111
Gaiadendron punctatum,2008,-84.118722,10.135111
Clethra formosa,2008,-84.118722,10.135111
Gaiadendron punctatum,2008,-84.118722,10.135111
Centropogon ferrugineus,2008,-84.118722,10.135111
Gaiadendron punctatum,2008,-84.118722,10.135111
Gaiadendron punctatum,2008,-84.118722,10.135111
Clethra formosa,2008,-84.118722,10.135111
Miconia tonduzii,2008,-84.118722,10.135111
Gaiadendron punctatum,2008,-84.118722,10.135111
Hedyosmum mexicanum,2008,-84.118722,10.135111
Clethra formosa,2008,-84.118722,10.135111
Miconia tonduzii,2008,-84.118722,10.135111
Buddleja skutchii,2008,-84.118722,10.135111
Hedyosmum mexicanum,2008,-84.118722,10.135111
Buddleja skutchii,2008,-84.118722,10.135111
Hydrangea asterolasia,2008,-84.118722,10.135111
Clethra formosa,2008,-84.118722,10.135111
Miconia tonduzii,2008,-84.118722,10.135111
Gaiadendron punctatum,2008,-84.118722,10.135111
Miconia tonduzii,2008,-84.118722,10.135111
Cornus disciflora,2008,-84.118722,10.135111
Hedyosmum mexicanum,2008,-84.118722,10.135111
Miconia tonduzii,2008,-84.118722,10.135111
Hedyosmum mexicanum,2008,-84.118722,10.135111
Miconia tonduzii,2008,-84.118722,10.135111
Hedyosmum mexicanum,2008,-84.118722,10.135111
Cornus disciflora,2008,-84.118722,10.135111
Hedyosmum mexicanum,2008,-84.118722,10.135111
Solanum quitoense,2008,-83.986681,10.058516
Solanum quitoense,2008,-83.986681,10.058516
Ruagea glabra,2008,-83.986681,10.058516
Tournefortia glabra,2008,-83.986681,10.058516
Solanum quitoense,2008,-83.986681,10.058516
Pilea pteropodon,2008,-83.986681,10.058516
Solanum quitoense,2008,-83.986681,10.058516
Pilea pteropodon,2008,-83.986681,10.058516
Frantzia pittieri,2008,-83.986681,10.058516
Solanum quitoense,2008,-83.986681,10.058516
Ruagea glabra,2008,-83.986681,10.058516
Ruagea glabra,2008,-83.986681,10.058516
Piper umbellatum,2008,-83.986681,10.058516
Tournefortia glabra,2008,-83.986681,10.058516
Smilax subpubescens,2008,-83.986681,10.058516
Ruagea glabra,2008,-83.986681,10.058516
Smilax subpubescens,2008,-83.986681,10.058516
Marcgravia brownei,2008,-83.986681,10.058516
Pilea pteropodon,2008,-83.986681,10.058516
Cucurbita argyrosperma,2008,-84.0675,9.998056
Ruagea glabra,2008,-83.986681,10.058516
Pilea pteropodon,2008,-83.986681,10.058516
Frantzia pittieri,2008,-83.986681,10.058516
Marcgravia brownei,2008,-83.986681,10.058516
Marcgravia brownei,2008,-83.986681,10.058516
Tournefortia glabra,2008,-83.986681,10.058516
Perrottetia longistylis,2008,-83.986681,10.058516
Frantzia pittieri,2008,-83.986681,10.058516
Frantzia pittieri,2008,-83.986681,10.058516
Tournefortia glabra,2008,-83.986681,10.058516
Piper umbellatum,2008,-83.986681,10.058516
Piper umbellatum,2008,-83.986681,10.058516
Frantzia pittieri,2008,-83.986681,10.058516
Frantzia pittieri,2008,-83.986681,10.058516
Piper umbellatum,2008,-83.986681,10.058516
Marcgravia brownei,2008,-83.986681,10.058516
Juncus effusus,2008,-83.986681,10.058516
Pilea pteropodon,2008,-83.986681,10.058516
Wercklea insignis,2008,-83.986681,10.058516
Piper umbellatum,2008,-83.986681,10.058516
Macrocarpaea valerioi,2008,-83.986681,10.058516
Piper umbellatum,2008,-83.986681,10.058516
Marcgravia brownei,2008,-83.986681,10.058516
Perrottetia longistylis,2008,-83.986681,10.058516
Ruagea glabra,2008,-83.986681,10.058516
Marcgravia brownei,2008,-83.986681,10.058516
Wercklea insignis,2008,-83.986681,10.058516
Smilax subpubescens,2008,-83.986681,10.058516
Macrocarpaea valerioi,2008,-83.986681,10.058516
Perrottetia longistylis,2008,-83.986681,10.058516
Smilax subpubescens,2008,-83.986681,10.058516
Perrottetia longistylis,2008,-83.986681,10.058516
Smilax subpubescens,2008,-83.986681,10.058516
Myrcia splendens,2008,-83.986681,10.058516
Smilax subpubescens,2008,-83.986681,10.058516
Perrottetia longistylis,2008,-83.986681,10.058516
Juncus effusus,2008,-83.986681,10.058516
Smilax subpubescens,2008,-83.986681,10.058516
Wercklea insignis,2008,-83.986681,10.058516
Acnistus arborescens,2008,-84.094444,9.970833
Acnistus arborescens,2008,-84.094444,9.970833
Juncus effusus,2008,-83.986681,10.058516
Wercklea insignis,2008,-83.986681,10.058516
Macrocarpaea valerioi,2008,-83.986681,10.058516
Wercklea insignis,2008,-83.986681,10.058516
Smilax subpubescens,2008,-83.986681,10.058516
Acnistus arborescens,2008,-84.094444,9.970833
Macrocarpaea valerioi,2008,-83.986681,10.058516
Acnistus arborescens,2008,-84.094444,9.970833
Acnistus arborescens,2008,-84.094444,9.970833
Juncus effusus,2008,-83.986681,10.058516
Acnistus arborescens,2008,-84.094444,9.970833
Juncus effusus,2008,-83.986681,10.058516
Macrocarpaea valerioi,2008,-83.986681,10.058516
Acnistus arborescens,2008,-84.094444,9.970833
Macrocarpaea valerioi,2008,-83.986681,10.058516
Acnistus arborescens,2008,-84.094444,9.970833
Juncus effusus,2008,-83.986681,10.058516
Acnistus arborescens,2008,-84.094444,9.970833
Vitis tiliifolia,2005,-84.272222,9.9
Vitis tiliifolia,2005,-84.272222,9.9
Struthanthus orbicularis,2008,-84.055439,9.974142
Passovia pyrifolia,2006,-84.039191,9.996179
Struthanthus orbicularis,2008,-84.055439,9.974142
Struthanthus orbicularis,2008,-84.055439,9.974142
Inga laevigata,2008,-84.145,9.872806
Inga laevigata,2008,-84.145,9.872806
Cyclanthera langaei,2008,-84.145,9.872806
Inga laevigata,2008,-84.145,9.872806
Cyclanthera langaei,2008,-84.145,9.872806
Cyclanthera langaei,2008,-84.145,9.872806
Solanum roblense,2008,-84.145,9.872806
Podandrogyne decipiens,2008,-84.145,9.872806
Begonia estrellensis,2008,-84.145,9.872806
Tradescantia zanonia,2008,-84.145,9.872806
Acalypha septemloba,2008,-84.145,9.872806
Solanum roblense,2008,-84.145,9.872806
Acalypha septemloba,2008,-84.145,9.872806
Podandrogyne decipiens,2008,-84.145,9.872806
Begonia estrellensis,2008,-84.145,9.872806
Acalypha septemloba,2008,-84.145,9.872806
Inga laevigata,2008,-84.145,9.872806
Solanum roblense,2008,-84.145,9.872806
Acalypha septemloba,2008,-84.145,9.872806
Inga laevigata,2008,-84.145,9.872806
Solanum trizygum,2008,-84.145,9.872806
Tradescantia zanonia,2008,-84.145,9.872806
Tradescantia zanonia,2008,-84.145,9.872806
Podandrogyne decipiens,2008,-84.145,9.872806
Acalypha septemloba,2008,-84.145,9.872806
Solanum roblense,2008,-84.145,9.872806
Phyllanthus niruri,2008,-84.145,9.872806
Phyllanthus niruri,2008,-84.145,9.872806
Carex hamata,2008,-84.145,9.872806
Palicourea padifolia,2008,-84.1405,9.873417
Bomarea hirsuta,2008,-84.145,9.872806
Tradescantia zanonia,2008,-84.145,9.872806
Notopleura tolimensis,2008,-84.145,9.872806
Begonia estrellensis,2008,-84.145,9.872806
Bomarea hirsuta,2008,-84.145,9.872806
Solanum trizygum,2008,-84.145,9.872806
Palicourea padifolia,2008,-84.1405,9.873417
Carex hamata,2008,-84.145,9.872806
Palicourea padifolia,2008,-84.1405,9.873417
Solanum roblense,2008,-84.145,9.872806
Solanum trizygum,2008,-84.145,9.872806
Notopleura tolimensis,2008,-84.145,9.872806
Tradescantia zanonia,2008,-84.145,9.872806
Moussonia deppeana,2008,-84.1405,9.873417
Notopleura tolimensis,2008,-84.145,9.872806
Carex hamata,2008,-84.145,9.872806
Phyllanthus niruri,2008,-84.145,9.872806
Fuchsia microphylla,2008,-84.1405,9.873417
Fuchsia microphylla,2008,-84.1405,9.873417
Carex hamata,2008,-84.145,9.872806
Fuchsia microphylla,2008,-84.1405,9.873417
Carex hamata,2008,-84.145,9.872806
Freziera candicans,2008,-84.1405,9.873417
Columnea glabra,2008,-84.1405,9.873417
Moussonia deppeana,2008,-84.1405,9.873417
Echeveria australis,2008,-84.1405,9.873417
Freziera candicans,2008,-84.1405,9.873417
Bomarea hirsuta,2008,-84.145,9.872806
Moussonia deppeana,2008,-84.1405,9.873417
Freziera candicans,2008,-84.1405,9.873417
Salvia alvajaca,2008,-84.1405,9.873417
Columnea glabra,2008,-84.1405,9.873417
Moussonia deppeana,2008,-84.1405,9.873417
Moussonia deppeana,2008,-84.1405,9.873417
Lantana hirta,2008,-84.1405,9.873417
Lantana hirta,2008,-84.1405,9.873417
Freziera candicans,2008,-84.1405,9.873417
Lantana hirta,2008,-84.1405,9.873417
Freziera candicans,2008,-84.1405,9.873417
Columnea glabra,2008,-84.1405,9.873417
Fuchsia microphylla,2008,-84.1405,9.873417
Anthurium scandens,2008,-84.1405,9.873417
Columnea glabra,2008,-84.1405,9.873417
Salvia alvajaca,2008,-84.1405,9.873417
Fuchsia microphylla,2008,-84.1405,9.873417
Anthurium scandens,2008,-84.1405,9.873417
Salvia alvajaca,2008,-84.1405,9.873417
Columnea glabra,2008,-84.1405,9.873417
Salvia alvajaca,2008,-84.1405,9.873417
Salvia alvajaca,2008,-84.1405,9.873417
Handroanthus chrysanthus,2008,-84.0675,9.998056
Cucurbita argyrosperma,2008,-84.0675,9.998056
Microgramma lycopodioides,2008,-84.057222,10.050833
Sphyrospermum buxifolium,2008,-84.057222,10.050833
Roupala glaberrima,2008,-84.057222,10.050833
Serpocaulon ptilorhizon,2008,-84.057222,10.050833
Elaphoglossum coriifolium,2008,-84.057222,10.050833
Clusia multiflora,2008,-84.057222,10.050833
Hymenophyllum plumosum,2008,-84.057222,10.050833
Roupala glaberrima,2008,-84.057222,10.050833
Elleanthus glaucophyllus,2008,-84.057222,10.050833
Vriesea incurva,2008,-84.057222,10.050833
Oreopanax oerstedianus,2008,-84.057222,10.050833
Stenospermation sessile,2008,-84.057222,10.050833
Cochlidium rostratum,2008,-84.057222,10.050833
Cavendishia quercina,2008,-84.057222,10.050833
Stenospermation sessile,2008,-84.057222,10.050833
Werauhia ampla,2008,-84.057222,10.050833
Werauhia werckleana,2008,-84.057222,10.050833
Catopsis wangerinii,2008,-84.057222,10.050833
Enterosora sectifrons,2008,-84.057222,10.050833
Tillandsia multicaulis,2008,-84.057222,10.050833
Restrepia trichoglossa,2008,-84.057222,10.050833
Tillandsia punctulata,2008,-84.057222,10.050833
Epidendrum vulgoamparoanum,2008,-84.057222,10.050833
Anthurium scandens,2008,-84.057222,10.050833
Cavendishia quercina,2008,-84.057222,10.050833
Enterosora sectifrons,2008,-84.057222,10.050833
Maxillaria bracteata,2008,-84.057222,10.050833
Lonchocarpus salvadorensis,2008,-84.157747,9.944678
Phaseolus lunatus,2008,-84.157747,9.944678
Lonchocarpus salvadorensis,2008,-84.157747,9.944678
Lonchocarpus salvadorensis,2008,-84.157747,9.944678
Capsicum baccatum,2008,-84.0675,9.998056
Lonchocarpus salvadorensis,2008,-84.157747,9.944678
Pleroma urvilleanum,2008,-84.0675,9.998056
Anethum graveolens,2008,-84.0675,9.998056
Eleocharis montana,2008,-84.157747,9.944678
Pseudosamanea guachapele,2008,-84.157747,9.944678
Lonchocarpus salvadorensis,2008,-84.157747,9.944678
Phaseolus lunatus,2008,-84.157747,9.944678
Eleocharis montana,2008,-84.157747,9.944678
Vigna vexillata,2008,-84.157747,9.944678
Alpinia galanga,2008,-84.0675,9.998056
Pseudosamanea guachapele,2008,-84.157747,9.944678
Vigna vexillata,2008,-84.157747,9.944678
Phaseolus lunatus,2008,-84.157747,9.944678
Pimenta dioica,2008,-84.0675,9.998056
Solanum quitoense,2008,-84.0675,9.998056
Pseudosamanea guachapele,2008,-84.157747,9.944678
Cucumis sativus,2008,-84.0675,9.998056
Eleocharis montana,2008,-84.157747,9.944678
Dichondra sericea,2000,-83.953009,9.782799
Dichondra sericea,2000,-83.953009,9.782799
Dichondra sericea,2000,-83.953009,9.782799
Dichondra sericea,2000,-83.953009,9.782799
Picramnia teapensis,2008,-84.106111,10.089444
Picramnia teapensis,2008,-84.106111,10.089444
Anthurium pittieri,2008,-84.106111,10.089444
Picramnia teapensis,2008,-84.106111,10.089444
Licaria triandra,2008,-84.147473,9.86667
Cestrum aurantiacum,2008,-84.147473,9.86667
Coccineorchis bracteosa,2008,-84.147473,9.86667
Disterigma humboldtii,2008,-84.147473,9.86667
Justicia macrantha,2008,-84.147473,9.86667
Cestrum aurantiacum,2008,-84.147473,9.86667
Justicia macrantha,2008,-84.147473,9.86667
Ipomoea santillanii,2008,-84.147473,9.86667
Tropaeolum emarginatum,2008,-84.147473,9.86667
Ipomoea santillanii,2008,-84.147473,9.86667
Licaria triandra,2008,-84.147473,9.86667
Disterigma humboldtii,2008,-84.147473,9.86667
Ipomoea santillanii,2008,-84.147473,9.86667
Disterigma humboldtii,2008,-84.147473,9.86667
Disterigma humboldtii,2008,-84.147473,9.86667
Sideroxylon capiri,2008,-84.455556,9.978056
Alternanthera laguroides,2008,-84.455556,9.978056
Steinchisma laxum,2008,-84.455556,9.978056
Alternanthera laguroides,2008,-84.455556,9.978056
Peperomia macrostachyos,2008,-84.455556,9.978056
Hymenostephium cordatum,2007,-84.272222,9.9
Hymenostephium cordatum,2007,-84.272222,9.9
Syngonium wendlandii,2008,-84.455556,9.978056
Sideroxylon capiri,2008,-84.455556,9.978056
Hymenostephium cordatum,2007,-84.272222,9.9
Impatiens walleriana,2008,-84.455556,9.978056
Anthurium acutifolium,2008,-84.455556,9.978056
Dorstenia contrajerva,2008,-84.455556,9.978056
Acalypha diversifolia,2008,-84.455556,9.978056
Sideroxylon capiri,2008,-84.455556,9.978056
Ipomoea splendor-sylvae,2008,-84.455556,9.978056
Peltanthera floribunda,2008,-84.455556,9.978056
Peltanthera floribunda,2008,-84.455556,9.978056
Peltanthera floribunda,2008,-84.455556,9.978056
Peperomia macrostachyos,2008,-84.455556,9.978056
Acalypha diversifolia,2008,-84.455556,9.978056
Hymenophyllum myriocarpum,2008,-84.226667,10.158333
Frangula capreifolia,2008,-84.106111,10.089444
Hymenophyllum hemipteron,2008,-84.226667,10.158333
Didymaea mexicana,2008,-84.106111,10.089444
Hymenophyllum undulatum,2008,-84.226667,10.158333
Celastrus vulcanicola,2008,-84.106111,10.089444
Anthurium ranchoanum,2008,-84.106111,10.089444
Anthurium pittieri,2008,-84.106111,10.089444
Didymaea mexicana,2008,-84.106111,10.089444
Ortizacalia austin-smithii,2008,-84.106111,10.089444
Vandenboschia radicans,2008,-84.226667,10.158333
Dichapetalum brenesii,2008,-84.106111,10.089444
Anthurium ranchoanum,2008,-84.106111,10.089444
Satyria meiantha,2008,-84.106111,10.089444
Ortizacalia austin-smithii,2008,-84.106111,10.089444
Didymoglossum reptans,2008,-84.226667,10.158333
Frangula capreifolia,2008,-84.106111,10.089444
Schwartzia costaricensis,2008,-84.106111,10.089444
Ardisia glandulosomarginata,2008,-84.106111,10.089444
Anthurium ranchoanum,2008,-84.106111,10.089444
Solanum aturense,2008,-84.106111,10.089444
Anthurium ranchoanum,2008,-84.106111,10.089444
Celastrus vulcanicola,2008,-84.106111,10.089444
Anthurium pittieri,2008,-84.106111,10.089444
Didymaea mexicana,2008,-84.106111,10.089444
Daphnopsis americana,2008,-84.106111,10.089444
Satyria meiantha,2008,-84.106111,10.089444
Frangula capreifolia,2008,-84.106111,10.089444
Struthanthus quercicola,2008,-84.106111,10.089444
Begonia oaxacana,2008,-84.106111,10.089444
Deppea grandiflora,2008,-84.106111,10.089444
Solanum nigrescens,2008,-84.106111,10.089444
Celastrus vulcanicola,2008,-84.106111,10.089444
Guettarda crispiflora,2008,-84.106111,10.089444
Solanum nigrescens,2008,-84.106111,10.089444
Deppea grandiflora,2008,-84.106111,10.089444
Frangula discolor,2008,-84.106111,10.089444
Gonzalagunia rosea,2008,-84.106111,10.089444
Dichapetalum brenesii,2008,-84.106111,10.089444
Solanum aturense,2008,-84.106111,10.089444
Solanum nigrescens,2008,-84.106111,10.089444
Solanum trizygum,2008,-84.106111,10.089444
Schwartzia costaricensis,2008,-84.106111,10.089444
Ardisia glandulosomarginata,2008,-84.106111,10.089444
Solanum nigrescens,2008,-84.106111,10.089444
Ortizacalia austin-smithii,2008,-84.106111,10.089444
Billia rosea,2008,-84.106111,10.089444
Solanum aturense,2008,-84.106111,10.089444
Hoffmannia psychotriifolia,2008,-84.106111,10.089444
Guettarda crispiflora,2008,-84.106111,10.089444
Stenostephanus blepharorhachis,2008,-84.106111,10.089444
Ortizacalia austin-smithii,2008,-84.106111,10.089444
Solanum trizygum,2008,-84.106111,10.089444
Solanum trizygum,2008,-84.106111,10.089444
Gonzalagunia rosea,2008,-84.106111,10.089444
Frangula discolor,2008,-84.106111,10.089444
Ardisia glandulosomarginata,2008,-84.106111,10.089444
Citronella costaricensis,2008,-84.106111,10.089444
Ardisia glandulosomarginata,2008,-84.106111,10.089444
Stenostephanus blepharorhachis,2008,-84.106111,10.089444
Solanum nigrescens,2008,-84.106111,10.089444
Frangula discolor,2008,-84.106111,10.089444
Hoffmannia psychotriifolia,2008,-84.106111,10.089444
Citronella costaricensis,2008,-84.106111,10.089444
Citronella costaricensis,2008,-84.106111,10.089444
Frangula discolor,2008,-84.106111,10.089444
Guettarda crispiflora,2008,-84.106111,10.089444
Dendropanax querceti,2008,-84.106111,10.089444
Stenostephanus blepharorhachis,2008,-84.106111,10.089444
Citronella costaricensis,2008,-84.106111,10.089444
Dendropanax querceti,2008,-84.106111,10.089444
Dendropanax querceti,2008,-84.106111,10.089444
Struthanthus quercicola,2008,-84.106111,10.089444
Hoffmannia psychotriifolia,2008,-84.106111,10.089444
Peperomia acuminata,2008,-84.106111,10.089444
Frangula discolor,2008,-84.106111,10.089444
Piper lacunosum,2008,-84.106111,10.089444
Dendropanax querceti,2008,-84.106111,10.089444
Piper lacunosum,2008,-84.106111,10.089444
Frangula discolor,2008,-84.106111,10.089444
Peperomia acuminata,2008,-84.106111,10.089444
Dendropanax querceti,2008,-84.106111,10.089444
Piper lacunosum,2008,-84.106111,10.089444
Dendropanax querceti,2008,-84.106111,10.089444
Picramnia teapensis,2008,-84.106111,10.089444
Citronella costaricensis,2008,-84.106111,10.089444
Hoffmannia psychotriifolia,2008,-84.106111,10.089444
Dendropanax querceti,2008,-84.106111,10.089444
Piper lacunosum,2008,-84.106111,10.089444
Cestrum cristinae,2008,-84.106111,10.089444
Peperomia palmana,2008,-84.106111,10.089444
Sapium glandulosum,2008,-84.057222,10.050833
Piper lacunosum,2008,-84.106111,10.089444
Picramnia teapensis,2008,-84.106111,10.089444
Piper lacunosum,2008,-84.106111,10.089444
Picramnia teapensis,2008,-84.106111,10.089444
Hoffmannia psychotriifolia,2008,-84.106111,10.089444
Piper lacunosum,2008,-84.106111,10.089444
Columnea glabra,2008,-84.106111,10.089444
Peperomia acuminata,2008,-84.106111,10.089444
Peperomia palmana,2008,-84.106111,10.089444
Peperomia palmana,2008,-84.106111,10.089444
Piper lacunosum,2008,-84.106111,10.089444
Columnea glabra,2008,-84.106111,10.089444
Sapium pachystachys,2008,-84.057222,10.050833
Satyria meiantha,2008,-84.057222,10.050833
Cavendishia melastomoides,2008,-84.057222,10.050833
Columnea glabra,2008,-84.106111,10.089444
Peperomia palmana,2008,-84.106111,10.089444
Peperomia dendrophila,2008,-84.106111,10.089444
Peperomia pseudoalpina,2008,-84.106111,10.089444
Satyria meiantha,2008,-84.057222,10.050833
Stemodia peduncularis,2008,-84.057222,10.050833
Sapium glandulosum,2008,-84.057222,10.050833
Anthurium pittieri,2008,-84.057222,10.050833
Peperomia dendrophila,2008,-84.106111,10.089444
Stelis pilosa,2008,-84.057222,10.050833
Satyria meiantha,2008,-84.057222,10.050833
Satyria meiantha,2008,-84.057222,10.050833
Croton xalapensis,2005,-84.183799,9.903151
Peperomia tetraphylla,2008,-84.106111,10.089444
Sapium pachystachys,2008,-84.057222,10.050833
Cavendishia melastomoides,2008,-84.057222,10.050833
Cavendishia melastomoides,2008,-84.057222,10.050833
Satyria meiantha,2008,-84.057222,10.050833
Croton xalapensis,2005,-84.183799,9.903151
Sapium glandulosum,2008,-84.057222,10.050833
Schultesianthus leucanthus,2008,-84.057222,10.050833
Sapium pachystachys,2008,-84.057222,10.050833
Dicliptera unguiculata,2008,-84.0675,9.998056
Distimake quinquefolius,2007,-84.323611,9.926389
Lennea viridiflora,2007,-84.323611,9.926389
Piper erectamentum,2005,-83.979167,9.891667
Dicliptera unguiculata,2008,-84.0675,9.998056
Lennea viridiflora,2007,-84.323611,9.926389
Fleischmannia microstemon,2008,-84.0675,9.998056
Distimake quinquefolius,2007,-84.323611,9.926389
Lennea viridiflora,2007,-84.323611,9.926389
Ipomoea batatas,2007,-84.272222,9.9
Lennea viridiflora,2007,-84.323611,9.926389
Dicliptera unguiculata,2008,-84.0675,9.998056
Fleischmannia microstemon,2008,-84.0675,9.998056
Distimake quinquefolius,2007,-84.323611,9.926389
Euphorbia heterophylla,2008,-84.0675,9.998056
Dicliptera unguiculata,2008,-84.0675,9.998056
Piper erectamentum,2005,-83.979167,9.891667
Euphorbia heterophylla,2008,-84.0675,9.998056
Ipomoea purpurea,2008,-84.0675,9.998056
Ipomoea purpurea,2008,-84.0675,9.998056
Ipomoea hederifolia,2008,-84.0675,9.998056
Ipomoea hederifolia,2008,-84.0675,9.998056
Piper irrasum,2005,-83.979167,9.891667
Ficus aurea,2007,-84.044069,9.978
Ficus aurea,2007,-84.044069,9.978
Ficus aurea,2007,-84.044069,9.978
Ficus aurea,2007,-84.044069,9.978
Psychotria orosiana,2005,-83.802778,9.766667
Guarea kunthiana,2005,-83.783333,9.75
Acmella repens,2004,-83.783333,9.75
Acmella repens,2004,-83.783333,9.75
Columnea querceti,2004,-83.783333,9.75
Blakea tapantiana,2004,-83.783333,9.75
Heliconia lankesteri,2004,-83.783333,9.75
Drymonia lanceolata,2004,-83.783333,9.75
Monochaetum floribundum,2004,-83.783333,9.75
Blakea tapantiana,2004,-83.783333,9.75
Blakea tapantiana,2004,-83.783333,9.75
Blakea tapantiana,2004,-83.783333,9.75
Pilea purulensis,2004,-83.783333,9.75
Neomirandea parasitica,2004,-83.783333,9.75
Jessea megaphylla,2004,-83.783333,9.75
Pilea purulensis,2004,-83.783333,9.75
Pilea purulensis,2004,-83.783333,9.75
Cavendishia quereme,2004,-83.783333,9.75
Neomirandea parasitica,2004,-83.783333,9.75
Pilea purulensis,2004,-83.783333,9.75
Cavendishia quereme,2004,-83.783333,9.75
Cavendishia quereme,2004,-83.783333,9.75
Cavendishia quereme,2004,-83.783333,9.75
Piqueria trinervia,2004,-83.866667,9.95
Piqueria trinervia,2004,-83.866667,9.95
Piqueria trinervia,2004,-83.866667,9.95
Piqueria trinervia,2004,-83.866667,9.95
Tithonia diversifolia,2004,-84.094446,9.972222
Tithonia diversifolia,2004,-84.094446,9.972222
Tithonia diversifolia,2004,-84.094446,9.972222
Tithonia diversifolia,2004,-84.094446,9.972222
Randia aculeata,2005,-84.158889,9.896667
Lobelia laxiflora,2005,-84.182222,9.905556
Calceolaria mexicana,2005,-84.125556,10.125556
Calceolaria mexicana,2005,-84.123333,10.121667
Deppea grandiflora,2005,-84.125556,10.125556
Silene gallica,2004,-83.902778,9.927778
Leucanthemum vulgare,2004,-83.866667,9.95
Leucanthemum vulgare,2004,-83.866667,9.95
Leucanthemum vulgare,2004,-83.866667,9.95
Leucanthemum vulgare,2004,-83.866667,9.95
Leucanthemum vulgare,2004,-83.866667,9.95
Leucanthemum vulgare,2004,-83.866667,9.95
Leucanthemum vulgare,2004,-83.866667,9.95
Leucanthemum vulgare,2004,-83.866667,9.95
Leucanthemum vulgare,2004,-83.866667,9.95
Clibadium leiocarpum,2004,-83.955833,9.964167
Clibadium leiocarpum,2004,-83.955833,9.964167
Clibadium leiocarpum,2004,-83.955833,9.964167
Clibadium leiocarpum,2004,-83.955833,9.964167
Clibadium leiocarpum,2004,-83.955833,9.964167
Clibadium leiocarpum,2004,-83.955833,9.964167
Hintonia lumaeana,2000,-84.283333,9.9
Centropogon solanifolius,2005,-84.124722,10.130556
Palicourea adusta,2005,-84.124722,10.130556
Tropaeolum emarginatum,2005,-84.125556,10.125556
Calceolaria irazuensis,2005,-84.125278,10.126667
Centropogon ferrugineus,2005,-84.125556,10.125556
Centropogon solanifolius,2005,-84.125278,10.126667
Lobelia longicaulis,2005,-84.123333,10.121667
Hedyosmum mexicanum,2005,-84.125556,10.125556
Alnus acuminata,2005,-84.076944,10.072222
Gunnera insignis,2005,-84.076944,10.072222
Randia aculeata,2005,-84.076944,10.072222
Pleroma urvilleanum,2005,-84.076944,10.072222
Calceolaria mexicana,2005,-84.076944,10.072222
Palicourea axillaris,2005,-84.082778,10.075
Meriania phlomoides,2005,-84.082778,10.075
Gonzalagunia rosea,2005,-84.076944,10.072222
Burmeistera vulgaris,2005,-84.076944,10.072222
Monnina parasylvatica,2005,-84.082778,10.075
Jessea megaphylla,2005,-84.076944,10.072222
Hedyosmum mexicanum,2005,-84.082778,10.075
Guarea grandifolia,2003,-84.291667,9.9
Arachnothryx buddleioides,2005,-84.082778,10.075
Guarea grandifolia,2003,-84.291667,9.9
Weinmannia pinnata,2005,-84.082778,10.075
Palicourea angustifolia,2005,-84.082778,10.075
Gonzalagunia rosea,2005,-84.082778,10.075
Guarea grandifolia,2003,-84.291667,9.9
Guarea kunthiana,2003,-84.291667,9.9
Guarea kunthiana,2003,-84.291667,9.9
Guarea kunthiana,2003,-84.291667,9.9
Guarea kunthiana,2003,-84.291667,9.9
Guarea kunthiana,2003,-84.291667,9.9
Guarea kunthiana,2003,-84.291667,9.9
Guarea kunthiana,2003,-84.291667,9.9
Guarea kunthiana,2003,-84.291667,9.9
Guarea kunthiana,2003,-84.291667,9.9
Guarea kunthiana,2003,-84.291667,9.9
Guarea kunthiana,2003,-84.291667,9.9
Guarea kunthiana,2003,-84.291667,9.9
Martinella obovata,2003,-84.291667,9.9
Martinella obovata,2003,-84.291667,9.9
Martinella obovata,2003,-84.291667,9.9
Guarea kunthiana,2003,-84.291667,9.9
